Date,Open,High,Low,Close,Adj Close,Volume
2022-05-04,28.850000,30.190001,27.195000,30.160000,30.160000,30175400
2022-05-05,29.650000,29.650000,26.940001,27.270000,27.270000,27859000
2022-05-06,27.110001,27.200001,24.809999,24.920000,24.920000,31983200
2022-05-09,24.980000,25.120001,23.180000,23.389999,23.389999,31604500
2022-05-10,24.010000,24.090000,22.000000,22.889999,22.889999,36436100
2022-05-11,22.809999,23.875000,21.700001,21.840000,21.840000,35183400
2022-05-12,21.540001,23.795000,20.950001,22.770000,22.770000,37016200
2022-05-13,23.320000,24.799999,23.200001,24.750000,24.750000,35684700
2022-05-16,24.290001,24.700001,23.340000,23.420000,23.420000,25171900
2022-05-17,24.084999,24.705000,23.330000,24.540001,24.540001,28441000
2022-05-18,24.049999,24.754000,22.645000,22.730000,22.730000,29460400
2022-05-19,22.730000,23.740000,22.280001,23.200001,23.200001,30700800
2022-05-20,23.590000,24.155001,22.295000,23.260000,23.260000,29598700
2022-05-23,23.309999,23.309999,21.709999,22.469999,22.469999,43386300
2022-05-24,14.490000,14.570000,12.550000,12.790000,12.790000,286479900
2022-05-25,12.910000,14.570000,12.860000,14.160000,14.160000,162922300
2022-05-26,13.750000,14.940000,13.630000,14.810000,14.810000,80386400
2022-05-27,14.850000,15.635000,14.610000,15.580000,15.580000,66159100
2022-05-31,15.370000,15.420000,14.090000,14.110000,14.110000,98324800
2022-06-01,14.110000,14.710000,13.480000,13.930000,13.930000,80420400
2022-06-02,13.540000,15.120000,13.540000,14.900000,14.900000,58591000
2022-06-03,14.590000,14.870000,14.200000,14.490000,14.490000,34347400
2022-06-06,14.610000,15.400000,13.880000,15.150000,15.150000,64278200
2022-06-07,14.810000,15.480000,14.702000,15.280000,15.280000,36646900
2022-06-08,15.400000,15.870000,15.140000,15.170000,15.170000,36326100
2022-06-09,15.260000,15.260000,14.060000,14.100000,14.100000,36895100
2022-06-10,13.830000,13.970000,13.150000,13.280000,13.280000,42426800
2022-06-13,12.840000,13.020000,11.920000,12.020000,12.020000,43722300
2022-06-14,12.080000,12.520000,11.900000,11.910000,11.910000,40211400
2022-06-15,11.980000,13.430000,11.880000,13.200000,13.200000,59075900
2022-06-16,12.650000,12.781000,12.140000,12.220000,12.220000,38525000
2022-06-17,12.320000,12.620000,12.030000,12.420000,12.420000,48608000
2022-06-21,12.470000,13.240000,12.320000,12.850000,12.850000,37130600
2022-06-22,12.630000,13.490000,12.580000,13.080000,13.080000,31227400
2022-06-23,13.160000,14.000000,13.030000,13.940000,13.940000,32057800
2022-06-24,14.110000,14.720000,13.980000,14.700000,14.700000,37302200
2022-06-27,15.110000,15.280000,14.380000,14.560000,14.560000,29269400
2022-06-28,14.360000,14.790000,13.700000,13.730000,13.730000,24383600
2022-06-29,13.760000,13.980000,13.355000,13.960000,13.960000,25595800
2022-06-30,13.730000,13.780000,12.830000,13.130000,13.130000,32767200
2022-07-01,13.180000,13.460000,12.800000,13.170000,13.170000,23318900
2022-07-05,12.970000,14.400000,12.657000,14.380000,14.380000,28813100
2022-07-06,14.350000,14.610000,14.060000,14.280000,14.280000,23266300
2022-07-07,14.400000,15.115000,14.280000,15.100000,15.100000,25460900
2022-07-08,14.750000,15.300000,14.610000,14.960000,14.960000,21290700
2022-07-11,14.590000,14.840000,14.000000,14.060000,14.060000,21485300
2022-07-12,14.240000,14.590000,13.760000,14.040000,14.040000,24850900
2022-07-13,13.740000,14.245000,13.420000,13.830000,13.830000,24333700
2022-07-14,13.790000,13.870000,13.150000,13.170000,13.170000,24256700
2022-07-15,13.500000,14.090000,13.450000,13.650000,13.650000,38346800
2022-07-18,13.870000,14.545000,13.800000,13.920000,13.920000,44254900
2022-07-19,13.970000,14.220000,13.460000,14.150000,14.150000,34902400
2022-07-20,14.520000,15.640000,14.410000,15.510000,15.510000,47768400
2022-07-21,15.540000,16.545000,15.470000,16.350000,16.350000,116754700
2022-07-22,11.100000,11.110000,9.910000,9.960000,9.960000,330993900
2022-07-25,9.730000,10.130000,9.660000,9.950000,9.950000,137819200
2022-07-26,9.780000,9.930000,9.630000,9.630000,9.630000,94591200
2022-07-27,9.710000,9.840000,9.380000,9.550000,9.550000,120729300
2022-07-28,9.550000,9.920000,9.340000,9.670000,9.670000,97531200
2022-07-29,9.670000,9.930000,9.470000,9.880000,9.880000,74531400
2022-08-01,9.810000,9.820000,9.500000,9.540000,9.540000,50125600
2022-08-02,9.550000,10.130000,9.510000,9.870000,9.870000,66355600
2022-08-03,9.920000,10.490000,9.920000,10.320000,10.320000,61691400
2022-08-04,10.330000,10.560000,10.100000,10.250000,10.250000,48278000
2022-08-05,10.080000,10.350000,9.980000,10.180000,10.180000,37576000
2022-08-08,10.250000,10.800000,10.170000,10.410000,10.410000,49276000
2022-08-09,10.240000,10.295000,10.020000,10.160000,10.160000,33603600
2022-08-10,10.460000,10.870000,10.400000,10.570000,10.570000,50989800
2022-08-11,10.840000,11.800000,10.820000,11.110000,11.110000,67196000
2022-08-12,11.310000,11.640000,11.130000,11.620000,11.620000,40840900
2022-08-15,11.610000,12.388000,11.560000,12.240000,12.240000,63880300
2022-08-16,12.400000,12.730000,12.000000,12.610000,12.610000,67364900
2022-08-17,12.250000,12.320000,11.640000,12.090000,12.090000,69571300
2022-08-18,12.020000,12.780000,11.830000,12.560000,12.560000,62750400
2022-08-19,12.200000,12.255000,11.510000,11.560000,11.560000,46401000
2022-08-22,11.040000,11.350000,10.890000,11.010000,11.010000,41173200
2022-08-23,11.025000,11.160000,10.540000,10.600000,10.600000,34913700
2022-08-24,10.680000,11.020000,10.630000,10.860000,10.860000,27794600
2022-08-25,11.030000,11.240000,10.800000,11.210000,11.210000,31252700
2022-08-26,11.230000,11.340000,10.560000,10.670000,10.670000,35219500
2022-08-29,10.485000,10.825000,10.270000,10.270000,10.270000,29417500
2022-08-30,10.430000,10.590000,9.850000,10.010000,10.010000,59438200
2022-08-31,11.250000,11.600000,10.200000,10.880000,10.880000,199520700
2022-09-01,10.940000,11.670000,10.780000,11.640000,11.640000,80012400
2022-09-02,11.750000,11.780000,11.180000,11.220000,11.220000,45734900
2022-09-06,11.270000,11.280000,10.670000,10.770000,10.770000,38114800
2022-09-07,10.820000,11.660000,10.700000,11.460000,11.460000,59443000
2022-09-08,11.320000,12.680000,11.310000,12.530000,12.530000,84685200
2022-09-09,12.450000,12.910000,12.360000,12.650000,12.650000,54592100
2022-09-12,12.690000,12.940000,12.440000,12.650000,12.650000,32375100
2022-09-13,11.950000,12.170000,11.575000,11.770000,11.770000,34931400
2022-09-14,11.660000,11.721000,11.270000,11.520000,11.520000,32801200
2022-09-15,11.430000,12.250000,11.310000,11.900000,11.900000,46012500
2022-09-16,11.700000,11.700000,11.270000,11.300000,11.300000,42384900
2022-09-19,11.130000,11.410000,10.901000,11.350000,11.350000,32212500
2022-09-20,11.190000,11.380000,11.010000,11.120000,11.120000,25296300
2022-09-21,11.210000,11.488000,10.835000,10.850000,10.850000,30721600
2022-09-22,10.850000,11.000000,10.350000,10.460000,10.460000,28336800
2022-09-23,10.320000,10.555000,10.150000,10.320000,10.320000,24400300
2022-09-26,10.300000,10.600000,10.100000,10.180000,10.180000,23510800
2022-09-27,10.360000,10.730000,10.190000,10.450000,10.450000,22067400
2022-09-28,10.420000,10.790000,10.400000,10.760000,10.760000,18536700
2022-09-29,10.540000,10.610000,10.000000,10.190000,10.190000,22950000
2022-09-30,10.160000,10.330000,9.805000,9.820000,9.820000,29121900
2022-10-03,9.960000,10.030000,9.420000,9.980000,9.980000,27802800
2022-10-04,10.300000,10.820000,10.250000,10.820000,10.820000,34439900
2022-10-05,10.850000,11.220000,10.570000,11.200000,11.200000,28942000
2022-10-06,11.300000,11.850000,11.270000,11.350000,11.350000,31833700
2022-10-07,10.980000,11.080000,10.505000,10.660000,10.660000,22935500
2022-10-10,10.620000,10.655000,10.325000,10.410000,10.410000,19463800
2022-10-11,10.370000,10.600000,9.830000,10.310000,10.310000,32994200
2022-10-12,10.300000,10.555000,10.010000,10.510000,10.510000,31567900
2022-10-13,10.080000,10.650000,9.630000,10.580000,10.580000,40447900
2022-10-14,10.830000,11.020000,9.970000,9.990000,9.990000,27464100
2022-10-17,10.280000,10.880000,10.270000,10.590000,10.590000,40747300
2022-10-18,10.960000,11.135000,10.540000,10.600000,10.600000,38453900
2022-10-19,10.820000,11.395000,10.660000,10.860000,10.860000,52275600
2022-10-20,10.900000,11.360000,10.620000,10.790000,10.790000,125477800
2022-10-21,7.760000,8.150000,7.330000,7.760000,7.760000,244675900
2022-10-24,7.580000,8.570000,7.490000,8.310000,8.310000,161717500
2022-10-25,8.300000,9.800000,8.260000,9.600000,9.600000,142016400
2022-10-26,9.300000,10.040000,9.260000,9.580000,9.580000,104527900
2022-10-27,9.570000,9.850000,9.350000,9.560000,9.560000,80704000
2022-10-28,9.650000,10.100000,9.600000,10.080000,10.080000,54030300
2022-10-31,10.040000,10.325000,9.700000,9.910000,9.910000,33479300
2022-11-01,10.230000,10.650000,9.800000,10.250000,10.250000,78222300
2022-11-02,10.260000,10.300000,9.510000,9.540000,9.540000,53841400
2022-11-03,9.400000,9.540000,9.130000,9.160000,9.160000,32201600
2022-11-04,9.340000,9.430000,8.880000,9.140000,9.140000,33927000
2022-11-07,9.400000,10.020000,9.340000,10.010000,10.010000,37936000
2022-11-08,10.010000,10.300000,9.820000,10.280000,10.280000,33869900
2022-11-09,10.250000,10.250000,9.330000,9.560000,9.560000,34557800
2022-11-10,10.060000,10.830000,9.770000,10.730000,10.730000,54710900
2022-11-11,10.700000,11.820000,10.530000,11.580000,11.580000,51036900
2022-11-14,11.450000,11.650000,11.200000,11.290000,11.290000,31516900
2022-11-15,11.760000,11.960000,11.470000,11.780000,11.780000,41978100
2022-11-16,11.600000,11.775000,11.000000,11.070000,11.070000,31818300
2022-11-17,10.750000,11.020000,10.670000,10.920000,10.920000,18704300
2022-11-18,11.060000,11.120000,10.500000,10.520000,10.520000,23502600
2022-11-21,10.410000,10.450000,9.840000,9.960000,9.960000,28990800
2022-11-22,9.970000,10.000000,9.702000,9.910000,9.910000,25742800
2022-11-23,9.980000,10.480000,9.920000,10.320000,10.320000,21053700
2022-11-25,10.140000,10.370000,10.115000,10.180000,10.180000,8242500
2022-11-28,10.080000,10.135000,9.750000,9.840000,9.840000,25103600
2022-11-29,9.890000,9.987000,9.730000,9.820000,9.820000,15519600
2022-11-30,9.840000,10.320000,9.650000,10.310000,10.310000,45284300
2022-12-01,10.310000,11.070000,10.270000,10.870000,10.870000,46607900
2022-12-02,10.535000,10.750000,10.320000,10.500000,10.500000,32239400
2022-12-05,10.410000,10.690000,10.040000,10.100000,10.100000,19332900
2022-12-06,10.070000,10.070000,9.150000,9.420000,9.420000,43349600
2022-12-07,9.360000,9.630000,9.290000,9.300000,9.300000,26051600
2022-12-08,9.490000,9.740000,9.350000,9.400000,9.400000,17794000
2022-12-09,9.160000,9.618000,9.010000,9.450000,9.450000,19248300
2022-12-12,9.470000,9.690000,9.260000,9.460000,9.460000,25264900
2022-12-13,9.940000,10.190000,9.400000,9.410000,9.410000,51002000
2022-12-14,9.440000,9.915000,9.330000,9.540000,9.540000,30008700
2022-12-15,9.160000,9.200000,8.580000,8.760000,8.760000,49291700
2022-12-16,8.790000,9.010000,8.360000,8.470000,8.470000,32739500
2022-12-19,8.400000,8.450000,8.130000,8.190000,8.190000,20680500
2022-12-20,8.090000,8.510000,8.050000,8.210000,8.210000,19249900
2022-12-21,8.260000,8.690000,8.140000,8.640000,8.640000,24570700
2022-12-22,8.450000,8.700000,8.220000,8.680000,8.680000,29282000
2022-12-23,8.670000,8.760000,8.505000,8.580000,8.580000,16986000
2022-12-27,8.400000,8.690000,8.265000,8.560000,8.560000,26829300
2022-12-28,8.440000,8.709000,8.390000,8.550000,8.550000,18172700
2022-12-29,8.635000,8.960000,8.530000,8.810000,8.810000,30669900
2022-12-30,8.570000,8.950000,8.521000,8.950000,8.950000,16241200
2023-01-03,9.150000,9.280000,8.690000,8.850000,8.850000,15548400
2023-01-04,9.150000,9.310000,9.000000,9.300000,9.300000,26092700
2023-01-05,9.150000,9.370000,8.920000,9.140000,9.140000,21044000
2023-01-06,9.220000,9.445000,8.900000,9.220000,9.220000,24429000
2023-01-09,9.390000,9.520000,9.200000,9.200000,9.200000,16666200
2023-01-10,9.120000,9.438000,9.090000,9.420000,9.420000,18594100
2023-01-11,9.460000,9.750000,9.300000,9.660000,9.660000,24151800
2023-01-12,9.750000,9.910000,9.355000,9.640000,9.640000,21738600
2023-01-13,9.500000,9.815000,9.400000,9.800000,9.800000,16034700
2023-01-17,9.730000,9.800000,9.300000,9.670000,9.670000,29736200
2023-01-18,9.770000,9.850000,9.250000,9.410000,9.410000,23576500
2023-01-19,9.330000,9.750000,9.305000,9.620000,9.620000,23414600
2023-01-20,9.690000,10.000000,9.475000,9.990000,9.990000,23468200
2023-01-23,9.960000,10.370000,9.795000,10.200000,10.200000,21301000
2023-01-24,10.170000,10.470000,8.080000,10.260000,10.260000,21399100
2023-01-25,10.000000,10.070000,9.510000,9.670000,9.670000,43033300
2023-01-26,9.990000,10.340000,9.890000,10.190000,10.190000,29750600
2023-01-27,10.200000,11.010000,10.100000,10.910000,10.910000,52455500
2023-01-30,10.800000,11.160000,10.690000,11.090000,11.090000,41466400
2023-01-31,11.260000,11.570000,11.180000,11.560000,11.560000,73903200
2023-02-01,10.070000,10.470000,9.850000,10.370000,10.370000,118212400
2023-02-02,10.800000,11.680000,10.620000,11.400000,11.400000,81750200
2023-02-03,10.870000,11.610000,10.780000,11.000000,11.000000,44703800
2023-02-06,10.910000,12.170000,10.870000,12.070000,12.070000,64353000
2023-02-07,12.210000,12.440000,11.820000,12.210000,12.210000,53492300
2023-02-08,12.170000,12.290000,11.550000,11.560000,11.560000,33392500
2023-02-09,11.800000,11.830000,10.890000,10.980000,10.980000,34700500
2023-02-10,10.800000,10.939000,10.480000,10.650000,10.650000,25587400
2023-02-13,10.800000,11.150000,10.630000,10.710000,10.710000,25883300
2023-02-14,10.640000,11.100000,10.540000,10.850000,10.850000,29261700
2023-02-15,10.850000,11.280000,10.820000,11.260000,11.260000,23132800
2023-02-16,10.940000,11.390000,10.690000,10.730000,10.730000,50141500
2023-02-17,10.580000,10.680000,10.170000,10.360000,10.360000,35701600
2023-02-21,10.140000,10.258000,9.790000,9.810000,9.810000,28713200
2023-02-22,9.860000,9.990000,9.750000,9.900000,9.900000,17750200
2023-02-23,10.050000,10.240000,9.881000,10.100000,10.100000,23914800
2023-02-24,9.850000,9.940000,9.680000,9.810000,9.810000,20102200
2023-02-27,10.080000,10.250000,9.820000,9.880000,9.880000,26116500
2023-02-28,9.970000,10.250000,9.930000,10.150000,10.150000,32572900
2023-03-01,10.150000,10.330000,10.029000,10.140000,10.140000,22501900
2023-03-02,9.900000,10.140000,9.881000,10.100000,10.100000,17552800
2023-03-03,10.190000,10.700000,10.170000,10.650000,10.650000,24519900
